StimuliName,Vote,PresentationTime,DecisionTime
Matis_ply_TMC1-rahtN_r1_rotate2.mp4,11,1.79,1.34
LubnaFriends_ply_TMC1-rahtN_r5_rotate2.mp4,58,7.17,1.81
redandblack_ply_TMC1-rahtN_r2_rotate2.mp4,20,1.50,1.53
loot_ply_TMC1-rahtN_r4_rotate2.mp4,78,3.39,1.93
AxeGuy_ply_TMC1-rahtN_r3_rotate2.mp4,26,1.40,1.07
soldier_ply_TMC1-rahtN_r6_rotate2.mp4,81,5.81,1.41
longdress_ply_TMC2-randomAcN_r4_rotate2.mp4,61,10.00,1.37
loot_ply_TMC2-allIntraN_r4_rotate2.mp4,63,6.18,1.27
longdress_ply_TMC2-randomAcN_r3_rotate2.mp4,58,10.00,1.50
AxeGuy_obj_Draco-JPEG_lev2_rotate2.mp4,21,1.97,1.27
loot_ply_TMC2-allIntraN_r3_rotate2.mp4,76,7.01,1.37
soldier_ply_TMC2-randomAcN_r1_rotate2.mp4,34,5.80,1.85
loot_ply_TMC2-allIntraN_r1_rotate2.mp4,40,5.41,1.35
LubnaFriends_ply_TMC1-rahtN_r3_rotate2.mp4,29,4.24,1.72
longdress_ply_TMC1-rahtN_r5_rotate2.mp4,56,10.00,3.15
Rafa2_ply_TMC1-rahtN_r1_rotate2.mp4,0,2.25,1.35
soldier_ply_TMC2-allIntraN_r3_rotate2.mp4,78,5.07,1.03
redandblack_ply_TMC2-allIntraN_r2_rotate2.mp4,71,10.01,3.72
LubnaFriends_obj_orig_rotate2.mp4,62,8.80,1.05
Matis_ply_TMC1-rahtN_r5_rotate2.mp4,57,6.57,1.07
soldier_ply_orig_rotate2.mp4,77,9.42,2.90
Rafa2_ply_TMC1-rahtN_r5_rotate2.mp4,66,6.24,1.60
longdress_ply_TMC1-rahtN_r1_rotate2.mp4,0,3.21,2.33
loot_ply_orig_rotate2.mp4,76,10.01,1.22
longdress_ply_TMC1-rahtN_r6_rotate2.mp4,54,10.02,1.93
loot_ply_TMC2-allIntraN_r2_rotate2.mp4,44,5.48,1.12
Matis_ply_orig_rotate2.mp4,46,7.93,1.65
longdress_ply_TMC2-allIntraN_r3_rotate2.mp4,53,10.01,1.95
loot_ply_TMC1-rahtN_r1_rotate2.mp4,0,1.30,1.03
Matis_ply_TMC1-rahtN_r3_rotate2.mp4,36,4.44,0.83
redandblack_ply_TMC1-rahtN_r3_rotate2.mp4,38,5.51,1.55
soldier_ply_TMC1-rahtN_r5_rotate2.mp4,67,10.01,1.98
Rafa2_obj_Draco-JPEG_lev5_rotate2.mp4,79,10.01,2.35
loot_ply_TMC2-randomAcN_r1_rotate2.mp4,40,6.59,1.45
longdress_ply_TMC2-allIntraN_r2_rotate2.mp4,58,7.04,0.97
AxeGuy_ply_TMC1-rahtN_r5_rotate2.mp4,55,10.01,1.82
Rafa2_obj_Draco-JPEG_lev2_rotate2.mp4,34,2.04,1.70
redandblack_ply_TMC2-allIntraN_r5_rotate2.mp4,60,10.00,2.52
