StimuliName,Vote,PresentationTime,DecisionTime
Matis_ply_TMC1-rahtN_r6_rotate2.mp4,25,9.98,2.87
longdress_ply_TMC1-rahtN_r3_rotate2.mp4,20,10.00,4.53
Rafa2_ply_TMC1-rahtN_r4_rotate2.mp4,30,10.02,1.79
LubnaFriends_ply_TMC1-rahtN_r2_rotate2.mp4,0,10.00,1.26
redandblack_ply_TMC1-rahtN_r5_rotate2.mp4,70,10.00,1.39
AxeGuy_ply_TMC1-rahtN_r1_rotate2.mp4,0,10.01,1.00
Matis_ply_TMC1-rahtN_r6_rotate2.mp4,23,10.00,1.58
Rafa2_ply_TMC1-rahtN_r2_rotate2.mp4,0,10.00,1.23
AxeGuy_ply_TMC2-randomAcN_r4_rotate2.mp4,60,10.01,1.85
longdress_ply_TMC1-rahtN_r1_rotate2.mp4,0,10.01,0.95
LubnaFriends_obj_Draco-JPEG_lev4_rotate2.mp4,77,10.01,2.15
AxeGuy_ply_TMC1-rahtN_r1_rotate2.mp4,0,10.01,0.83
Rafa2_ply_TMC2-allIntraN_r1_rotate2.mp4,49,10.00,0.98
AxeGuy_ply_TMC2-allIntraN_r2_rotate2.mp4,43,10.01,2.98
LubnaFriends_obj_Draco-JPEG_lev3_rotate2.mp4,45,10.01,3.40
AxeGuy_ply_TMC2-randomAcN_r2_rotate2.mp4,55,10.01,0.85
Matis_obj_Draco-JPEG_lev5_rotate2.mp4,39,10.02,1.20
AxeGuy_obj_Draco-JPEG_lev4_rotate2.mp4,58,10.01,1.42
Rafa2_obj_Draco-JPEG_lev4_rotate2.mp4,64,10.00,0.90
AxeGuy_ply_TMC2-randomAcN_r5_rotate2.mp4,42,10.00,1.18
LubnaFriends_ply_TMC1-rahtN_r1_rotate2.mp4,0,10.00,1.58
AxeGuy_ply_TMC2-allIntraN_r1_rotate2.mp4,21,10.00,1.62
Matis_ply_TMC2-allIntraN_r5_rotate2.mp4,39,10.00,1.73
AxeGuy_ply_TMC2-randomAcN_r3_rotate2.mp4,42,10.00,1.03
Matis_ply_TMC2-randomAcN_r4_rotate2.mp4,33,10.00,1.98
Rafa2_obj_Draco-JPEG_lev6_rotate2.mp4,87,10.01,1.07
Matis_obj_Draco-JPEG_lev1_rotate2.mp4,11,10.01,1.21
AxeGuy_obj_orig_rotate2.mp4,65,10.00,2.00
Matis_ply_TMC1-rahtN_r4_rotate2.mp4,20,10.00,1.12
AxeGuy_obj_Draco-JPEG_lev3_rotate2.mp4,39,10.01,1.95
Rafa2_ply_TMC1-rahtN_r4_rotate2.mp4,40,10.01,1.18
loot_ply_orig_rotate2.mp4,100,10.01,1.15
Rafa2_obj_Draco-JPEG_lev3_rotate2.mp4,20,10.01,2.07
Matis_ply_TMC1-rahtN_r2_rotate2.mp4,3,10.01,1.50
AxeGuy_ply_TMC2-allIntraN_r5_rotate2.mp4,34,10.01,1.72
LubnaFriends_ply_TMC2-randomAcN_r5_rotate2.mp4,51,10.01,0.90
AxeGuy_obj_Draco-JPEG_lev1_rotate2.mp4,0,10.01,1.05
LubnaFriends_ply_TMC1-rahtN_r6_rotate2.mp4,50,10.01,0.80
Matis_obj_Draco-JPEG_lev4_rotate2.mp4,34,10.01,1.67
LubnaFriends_ply_TMC2-randomAcN_r3_rotate2.mp4,43,10.00,1.12
Matis_ply_TMC2-allIntraN_r2_rotate2.mp4,21,10.02,1.08
AxeGuy_obj_Draco-JPEG_lev5_rotate2.mp4,60,10.01,1.02
Rafa2_obj_Draco-JPEG_lev5_rotate2.mp4,80,10.01,1.67
Matis_ply_TMC2-allIntraN_r4_rotate2.mp4,26,10.01,0.77
redandblack_ply_TMC1-rahtN_r5_rotate2.mp4,42,10.01,0.98
soldier_ply_TMC1-rahtN_r1_rotate2.mp4,0,10.00,1.08
Matis_ply_TMC2-allIntraN_r1_rotate2.mp4,18,10.00,1.28
Rafa2_ply_TMC2-allIntraN_r3_rotate2.mp4,44,10.01,1.16
Matis_ply_TMC1-rahtN_r5_rotate2.mp4,40,10.02,1.23
Rafa2_ply_TMC2-allIntraN_r5_rotate2.mp4,55,10.01,0.63
LubnaFriends_ply_TMC1-rahtN_r2_rotate2.mp4,1,10.00,1.12
Matis_obj_orig_rotate2.mp4,24,10.01,0.73
LubnaFriends_ply_TMC2-randomAcN_r4_rotate2.mp4,51,10.00,0.68
Rafa2_obj_Draco-JPEG_lev2_rotate2.mp4,20,10.01,1.23
Matis_ply_TMC2-allIntraN_r3_rotate2.mp4,21,10.01,0.92
AxeGuy_ply_TMC1-rahtN_r6_rotate2.mp4,40,10.01,1.00
Matis_obj_Draco-JPEG_lev2_rotate2.mp4,11,10.00,0.88
LubnaFriends_ply_TMC2-allIntraN_r2_rotate2.mp4,38,10.00,1.20
Rafa2_ply_TMC2-randomAcN_r5_rotate2.mp4,60,10.00,1.36
soldier_ply_TMC1-rahtN_r3_rotate2.mp4,10,10.01,1.05
longdress_ply_orig_rotate2.mp4,80,10.02,1.32
redandblack_ply_orig_rotate2.mp4,71,10.00,1.55
LubnaFriends_ply_TMC2-randomAcN_r2_rotate2.mp4,40,10.01,2.88
Rafa2_ply_TMC2-randomAcN_r1_rotate2.mp4,22,10.00,1.25
Matis_ply_orig_rotate2.mp4,40,10.01,0.95
LubnaFriends_ply_TMC2-randomAcN_r1_rotate2.mp4,20,10.01,1.43
Matis_ply_TMC1-rahtN_r3_rotate2.mp4,10,10.01,1.06
LubnaFriends_ply_TMC2-allIntraN_r3_rotate2.mp4,51,10.00,0.83
Rafa2_ply_TMC2-randomAcN_r4_rotate2.mp4,60,10.01,1.32
LubnaFriends_ply_TMC2-allIntraN_r5_rotate2.mp4,44,10.01,1.25
soldier_ply_TMC1-rahtN_r5_rotate2.mp4,61,10.01,0.90
LubnaFriends_ply_TMC1-rahtN_r5_rotate2.mp4,40,10.02,0.83
Matis_obj_Draco-JPEG_lev3_rotate2.mp4,20,10.01,1.15
LubnaFriends_ply_orig_rotate2.mp4,54,10.01,0.76
Rafa2_ply_TMC1-rahtN_r1_rotate2.mp4,0,10.01,1.12
AxeGuy_ply_orig_rotate2.mp4,52,10.02,0.66
loot_ply_TMC1-rahtN_r3_rotate2.mp4,27,10.02,1.16
LubnaFriends_ply_TMC2-allIntraN_r1_rotate2.mp4,29,10.01,0.83
Matis_ply_TMC2-randomAcN_r5_rotate2.mp4,35,10.00,0.78
AxeGuy_ply_TMC1-rahtN_r5_rotate2.mp4,40,10.00,1.48
Rafa2_obj_Draco-JPEG_lev1_rotate2.mp4,6,10.00,1.35
redandblack_ply_TMC1-rahtN_r1_rotate2.mp4,0,10.00,0.85
LubnaFriends_obj_Draco-JPEG_lev5_rotate2.mp4,74,10.00,0.95
soldier_ply_orig_rotate2.mp4,96,10.01,1.38
Rafa2_ply_TMC2-allIntraN_r2_rotate2.mp4,38,10.00,2.30
