StimuliName,Vote,PresentationTime,DecisionTime
AxeGuy_ply_TMC1-rahtN_r1_rotate2.mp4,4,9.98,2.08
redandblack_ply_TMC1-rahtN_r5_rotate2.mp4,76,10.01,2.01
LubnaFriends_ply_TMC1-rahtN_r2_rotate2.mp4,19,10.00,2.04
Rafa2_ply_TMC1-rahtN_r4_rotate2.mp4,56,10.00,1.56
longdress_ply_TMC1-rahtN_r3_rotate2.mp4,55,10.01,1.65
Matis_ply_TMC1-rahtN_r6_rotate2.mp4,57,10.01,1.21
LubnaFriends_ply_TMC2-allIntraN_r3_rotate2.mp4,50,10.00,1.47
Matis_ply_TMC2-allIntraN_r2_rotate2.mp4,41,10.01,1.58
Rafa2_ply_TMC1-rahtN_r4_rotate2.mp4,64,10.01,1.43
AxeGuy_ply_TMC1-rahtN_r3_rotate2.mp4,39,10.01,2.47
Matis_ply_TMC2-allIntraN_r3_rotate2.mp4,61,10.00,1.98
AxeGuy_ply_TMC2-randomAcN_r5_rotate2.mp4,71,10.02,1.90
LubnaFriends_ply_TMC1-rahtN_r4_rotate2.mp4,66,10.00,2.80
Rafa2_ply_TMC2-allIntraN_r4_rotate2.mp4,81,10.01,1.47
LubnaFriends_obj_Draco-JPEG_lev5_rotate2.mp4,79,10.00,1.52
Rafa2_ply_TMC1-rahtN_r6_rotate2.mp4,84,10.01,1.62
Matis_ply_TMC2-allIntraN_r4_rotate2.mp4,58,10.01,1.68
AxeGuy_ply_TMC2-allIntraN_r4_rotate2.mp4,63,10.00,1.20
longdress_ply_TMC1-rahtN_r3_rotate2.mp4,57,10.01,1.92
Rafa2_ply_TMC1-rahtN_r5_rotate2.mp4,67,10.01,0.98
Matis_obj_Draco-JPEG_lev5_rotate2.mp4,54,10.01,2.23
Rafa2_ply_TMC2-randomAcN_r1_rotate2.mp4,41,10.01,1.27
AxeGuy_obj_Draco-JPEG_lev3_rotate2.mp4,40,10.01,1.53
Rafa2_ply_TMC2-randomAcN_r4_rotate2.mp4,66,10.00,1.55
Matis_obj_Draco-JPEG_lev3_rotate2.mp4,43,10.00,2.03
Rafa2_ply_TMC1-rahtN_r2_rotate2.mp4,13,10.01,2.68
Matis_ply_TMC2-randomAcN_r4_rotate2.mp4,39,10.01,4.30
Rafa2_ply_TMC1-rahtN_r1_rotate2.mp4,3,10.00,1.45
AxeGuy_ply_TMC1-rahtN_r1_rotate2.mp4,3,10.00,1.60
Rafa2_obj_Draco-JPEG_lev3_rotate2.mp4,59,10.00,2.07
Matis_ply_TMC1-rahtN_r5_rotate2.mp4,42,10.00,2.07
LubnaFriends_ply_TMC2-randomAcN_r5_rotate2.mp4,61,10.02,1.70
Matis_ply_TMC1-rahtN_r6_rotate2.mp4,49,10.01,3.28
longdress_ply_orig_rotate2.mp4,75,10.02,2.42
Matis_obj_orig_rotate2.mp4,49,10.01,1.68
LubnaFriends_ply_TMC2-allIntraN_r1_rotate2.mp4,34,10.01,1.25
Matis_ply_TMC2-randomAcN_r5_rotate2.mp4,58,10.01,1.32
AxeGuy_ply_TMC1-rahtN_r2_rotate2.mp4,17,10.01,1.52
LubnaFriends_obj_Draco-JPEG_lev4_rotate2.mp4,77,10.01,1.07
Rafa2_obj_Draco-JPEG_lev1_rotate2.mp4,24,10.00,1.77
LubnaFriends_ply_TMC1-rahtN_r2_rotate2.mp4,17,10.01,1.40
Matis_ply_TMC2-allIntraN_r1_rotate2.mp4,39,10.00,1.55
LubnaFriends_ply_orig_rotate2.mp4,71,10.01,1.97
