StimuliName,Vote,PresentationTime,DecisionTime
Matis_ply_TMC1-rahtN_r1_rotate2.mp4,4,9.98,1.13
LubnaFriends_ply_TMC1-rahtN_r5_rotate2.mp4,23,10.00,1.51
redandblack_ply_TMC1-rahtN_r2_rotate2.mp4,28,10.00,1.49
loot_ply_TMC1-rahtN_r4_rotate2.mp4,66,10.00,1.76
AxeGuy_ply_TMC1-rahtN_r3_rotate2.mp4,25,10.00,2.49
soldier_ply_TMC1-rahtN_r6_rotate2.mp4,85,10.01,1.00
longdress_ply_TMC2-allIntraN_r2_rotate2.mp4,63,10.02,3.13
redandblack_ply_TMC2-randomAcN_r2_rotate2.mp4,58,10.01,4.63
soldier_ply_TMC2-allIntraN_r1_rotate2.mp4,39,10.01,1.32
redandblack_ply_TMC2-randomAcN_r5_rotate2.mp4,67,10.00,1.07
longdress_ply_TMC1-rahtN_r2_rotate2.mp4,18,10.00,2.25
Matis_ply_orig_rotate2.mp4,59,10.01,1.85
longdress_ply_TMC2-randomAcN_r3_rotate2.mp4,61,10.02,2.48
soldier_ply_TMC2-allIntraN_r2_rotate2.mp4,62,10.01,1.87
longdress_ply_TMC1-rahtN_r6_rotate2.mp4,75,10.02,2.47
soldier_ply_TMC1-rahtN_r3_rotate2.mp4,45,10.01,13.08
redandblack_ply_TMC2-allIntraN_r1_rotate2.mp4,42,10.01,1.05
soldier_ply_TMC2-allIntraN_r3_rotate2.mp4,64,10.01,1.08
LubnaFriends_obj_orig_rotate2.mp4,58,10.01,1.17
soldier_ply_TMC2-randomAcN_r1_rotate2.mp4,37,10.01,0.91
Rafa2_obj_Draco-JPEG_lev2_rotate2.mp4,20,10.01,3.22
longdress_ply_TMC2-allIntraN_r3_rotate2.mp4,59,10.01,8.94
loot_ply_TMC2-randomAcN_r4_rotate2.mp4,61,10.00,3.25
LubnaFriends_obj_Draco-JPEG_lev2_rotate2.mp4,20,10.00,1.95
loot_ply_TMC1-rahtN_r3_rotate2.mp4,41,10.00,2.68
Matis_ply_TMC1-rahtN_r5_rotate2.mp4,43,10.00,33.41
AxeGuy_ply_TMC1-rahtN_r5_rotate2.mp4,57,10.01,1.05
loot_ply_TMC2-randomAcN_r5_rotate2.mp4,78,10.01,1.22
Rafa2_ply_TMC1-rahtN_r5_rotate2.mp4,61,10.02,3.65
soldier_ply_TMC1-rahtN_r1_rotate2.mp4,3,10.01,0.97
loot_ply_orig_rotate2.mp4,78,10.00,1.40
Rafa2_ply_TMC1-rahtN_r3_rotate2.mp4,25,9.99,1.98
LubnaFriends_ply_TMC1-rahtN_r5_rotate2.mp4,30,10.01,2.23
Matis_obj_Draco-JPEG_lev5_rotate2.mp4,24,10.00,2.13
loot_ply_TMC2-allIntraN_r2_rotate2.mp4,57,10.00,0.95
longdress_ply_TMC1-rahtN_r3_rotate2.mp4,41,10.02,1.58
redandblack_ply_TMC1-rahtN_r6_rotate2.mp4,61,10.02,0.77
loot_ply_TMC2-allIntraN_r3_rotate2.mp4,58,10.01,51.31
redandblack_ply_TMC1-rahtN_r4_rotate2.mp4,59,10.01,1.13
AxeGuy_obj_orig_rotate2.mp4,66,10.01,2.37
soldier_ply_orig_rotate2.mp4,78,10.02,2.43
LubnaFriends_ply_TMC1-rahtN_r3_rotate2.mp4,14,10.01,1.83
soldier_ply_TMC2-allIntraN_r5_rotate2.mp4,82,10.02,2.20
AxeGuy_ply_TMC1-rahtN_r1_rotate2.mp4,5,10.00,1.57
soldier_ply_TMC2-randomAcN_r3_rotate2.mp4,78,10.01,2.23
redandblack_ply_TMC2-randomAcN_r3_rotate2.mp4,61,10.01,2.03
AxeGuy_ply_orig_rotate2.mp4,58,10.01,2.32
longdress_ply_TMC2-randomAcN_r5_rotate2.mp4,78,10.00,2.58
Matis_ply_TMC1-rahtN_r3_rotate2.mp4,14,10.00,0.85
AxeGuy_obj_Draco-JPEG_lev5_rotate2.mp4,41,10.02,2.95
LubnaFriends_ply_orig_rotate2.mp4,41,10.01,2.30
redandblack_ply_TMC2-allIntraN_r3_rotate2.mp4,59,10.00,2.27
Matis_ply_TMC1-rahtN_r1_rotate2.mp4,4,10.01,1.93
loot_ply_TMC1-rahtN_r5_rotate2.mp4,73,10.00,12.93
longdress_ply_TMC1-rahtN_r5_rotate2.mp4,70,10.02,1.95
soldier_ply_TMC1-rahtN_r2_rotate2.mp4,8,10.02,2.02
loot_ply_TMC1-rahtN_r2_rotate2.mp4,11,10.01,1.12
LubnaFriends_obj_Draco-JPEG_lev5_rotate2.mp4,38,10.01,6.84
Matis_obj_Draco-JPEG_lev2_rotate2.mp4,18,10.01,1.72
soldier_ply_TMC2-randomAcN_r5_rotate2.mp4,82,10.01,1.35
loot_ply_TMC2-allIntraN_r5_rotate2.mp4,84,10.02,1.77
Rafa2_obj_Draco-JPEG_lev5_rotate2.mp4,68,10.00,1.05
longdress_ply_TMC2-randomAcN_r1_rotate2.mp4,34,10.02,0.88
loot_ply_TMC2-allIntraN_r4_rotate2.mp4,66,10.01,4.00
soldier_ply_TMC2-randomAcN_r2_rotate2.mp4,74,10.01,10.89
loot_ply_TMC1-rahtN_r1_rotate2.mp4,10,10.00,1.05
redandblack_ply_TMC2-randomAcN_r1_rotate2.mp4,29,10.01,1.50
AxeGuy_obj_Draco-JPEG_lev2_rotate2.mp4,5,10.01,3.07
soldier_ply_TMC1-rahtN_r5_rotate2.mp4,56,10.01,30.91
longdress_ply_TMC2-allIntraN_r5_rotate2.mp4,73,10.01,1.78
loot_ply_TMC1-rahtN_r6_rotate2.mp4,71,10.01,0.87
Rafa2_ply_TMC1-rahtN_r1_rotate2.mp4,5,10.00,0.81
redandblack_ply_TMC2-allIntraN_r2_rotate2.mp4,36,10.01,3.30
soldier_ply_TMC2-randomAcN_r4_rotate2.mp4,72,10.01,1.62
redandblack_ply_TMC2-allIntraN_r4_rotate2.mp4,67,10.00,4.15
longdress_ply_TMC2-allIntraN_r4_rotate2.mp4,65,10.01,11.42
redandblack_ply_TMC1-rahtN_r3_rotate2.mp4,42,10.00,9.65
soldier_ply_TMC1-rahtN_r4_rotate2.mp4,58,10.01,2.15
longdress_ply_orig_rotate2.mp4,79,10.02,1.50
redandblack_ply_TMC1-rahtN_r5_rotate2.mp4,72,10.02,1.70
longdress_ply_TMC2-randomAcN_r2_rotate2.mp4,43,10.02,1.05
loot_ply_TMC2-randomAcN_r3_rotate2.mp4,57,10.01,2.02
redandblack_ply_TMC2-randomAcN_r4_rotate2.mp4,59,10.00,4.42
loot_ply_TMC2-allIntraN_r1_rotate2.mp4,37,10.01,1.60
longdress_ply_TMC2-allIntraN_r1_rotate2.mp4,41,10.01,1.85
redandblack_ply_TMC2-allIntraN_r5_rotate2.mp4,63,10.01,1.32
