StimuliName,Vote,PresentationTime,DecisionTime
Matis_ply_TMC1-rahtN_r6_rotate2.mp4,9,9.99,5.49
longdress_ply_TMC1-rahtN_r3_rotate2.mp4,31,10.00,1.41
Rafa2_ply_TMC1-rahtN_r4_rotate2.mp4,50,10.00,1.39
LubnaFriends_ply_TMC1-rahtN_r2_rotate2.mp4,10,10.00,1.33
redandblack_ply_TMC1-rahtN_r5_rotate2.mp4,90,10.01,1.72
AxeGuy_ply_TMC1-rahtN_r1_rotate2.mp4,11,10.00,1.48
Matis_ply_TMC1-rahtN_r4_rotate2.mp4,30,10.02,1.11
AxeGuy_ply_TMC2-randomAcN_r1_rotate2.mp4,29,10.00,1.01
Matis_ply_TMC1-rahtN_r2_rotate2.mp4,3,10.01,1.68
LubnaFriends_ply_TMC2-randomAcN_r1_rotate2.mp4,24,10.00,1.37
Rafa2_ply_TMC2-randomAcN_r4_rotate2.mp4,41,10.00,3.40
LubnaFriends_ply_TMC1-rahtN_r1_rotate2.mp4,3,10.01,1.47
AxeGuy_ply_TMC2-allIntraN_r2_rotate2.mp4,32,10.00,2.22
Rafa2_ply_TMC2-allIntraN_r5_rotate2.mp4,75,10.00,1.25
Matis_obj_Draco-JPEG_lev4_rotate2.mp4,45,10.01,1.35
LubnaFriends_ply_TMC2-allIntraN_r1_rotate2.mp4,40,10.01,1.25
Rafa2_ply_TMC1-rahtN_r5_rotate2.mp4,61,10.01,1.15
Matis_ply_TMC1-rahtN_r3_rotate2.mp4,36,10.00,1.03
LubnaFriends_ply_TMC2-allIntraN_r5_rotate2.mp4,74,10.00,1.15
Rafa2_ply_TMC2-randomAcN_r3_rotate2.mp4,64,9.99,1.63
Matis_ply_TMC2-allIntraN_r2_rotate2.mp4,35,10.01,7.95
Rafa2_ply_TMC2-randomAcN_r5_rotate2.mp4,81,10.01,1.57
LubnaFriends_obj_orig_rotate2.mp4,80,10.00,1.27
Matis_ply_TMC1-rahtN_r5_rotate2.mp4,65,10.02,2.42
Rafa2_ply_TMC1-rahtN_r2_rotate2.mp4,10,10.00,1.82
AxeGuy_ply_TMC2-allIntraN_r1_rotate2.mp4,31,10.01,1.88
Matis_obj_orig_rotate2.mp4,70,10.01,2.37
LubnaFriends_ply_TMC2-allIntraN_r3_rotate2.mp4,38,10.01,2.18
Matis_obj_Draco-JPEG_lev6_rotate2.mp4,50,10.01,1.90
Rafa2_ply_TMC2-allIntraN_r4_rotate2.mp4,50,10.01,0.41
Matis_ply_orig_rotate2.mp4,35,10.01,1.25
LubnaFriends_ply_TMC1-rahtN_r5_rotate2.mp4,55,10.01,1.10
AxeGuy_ply_TMC1-rahtN_r4_rotate2.mp4,67,10.01,1.10
LubnaFriends_obj_Draco-JPEG_lev1_rotate2.mp4,21,10.02,2.48
AxeGuy_ply_orig_rotate2.mp4,76,10.02,1.77
Matis_obj_Draco-JPEG_lev3_rotate2.mp4,27,10.01,0.75
longdress_ply_TMC1-rahtN_r5_rotate2.mp4,81,10.00,2.03
Rafa2_obj_orig_rotate2.mp4,60,10.00,5.70
LubnaFriends_ply_TMC2-randomAcN_r2_rotate2.mp4,21,10.00,1.35
Rafa2_ply_TMC2-randomAcN_r2_rotate2.mp4,22,10.00,1.80
Matis_obj_Draco-JPEG_lev1_rotate2.mp4,19,10.02,8.19
AxeGuy_obj_Draco-JPEG_lev6_rotate2.mp4,85,10.01,1.35
soldier_ply_TMC1-rahtN_r1_rotate2.mp4,3,10.00,2.82
AxeGuy_obj_Draco-JPEG_lev1_rotate2.mp4,12,10.00,1.52
LubnaFriends_ply_TMC1-rahtN_r4_rotate2.mp4,29,10.02,2.18
Rafa2_obj_Draco-JPEG_lev4_rotate2.mp4,44,10.01,6.04
LubnaFriends_obj_Draco-JPEG_lev2_rotate2.mp4,19,10.01,1.55
Rafa2_obj_Draco-JPEG_lev3_rotate2.mp4,21,10.01,3.14
LubnaFriends_obj_Draco-JPEG_lev6_rotate2.mp4,40,10.00,4.92
AxeGuy_ply_TMC2-randomAcN_r3_rotate2.mp4,46,10.02,3.22
Matis_obj_Draco-JPEG_lev2_rotate2.mp4,47,10.00,4.30
AxeGuy_ply_TMC1-rahtN_r5_rotate2.mp4,74,10.01,1.23
Matis_ply_TMC2-randomAcN_r3_rotate2.mp4,30,10.01,1.43
Rafa2_ply_TMC2-allIntraN_r3_rotate2.mp4,49,10.01,1.50
Matis_ply_TMC2-allIntraN_r4_rotate2.mp4,40,10.01,2.40
LubnaFriends_ply_TMC2-randomAcN_r4_rotate2.mp4,40,10.01,4.50
soldier_ply_TMC1-rahtN_r3_rotate2.mp4,24,10.01,1.52
redandblack_ply_TMC1-rahtN_r3_rotate2.mp4,31,10.01,2.62
AxeGuy_ply_TMC1-rahtN_r2_rotate2.mp4,8,10.01,1.97
Rafa2_obj_Draco-JPEG_lev2_rotate2.mp4,20,10.02,6.67
LubnaFriends_ply_TMC2-randomAcN_r3_rotate2.mp4,35,10.01,1.48
Matis_ply_TMC2-allIntraN_r1_rotate2.mp4,28,10.00,3.12
AxeGuy_ply_TMC2-randomAcN_r4_rotate2.mp4,54,10.00,0.88
Matis_ply_TMC1-rahtN_r1_rotate2.mp4,9,10.01,1.73
redandblack_ply_orig_rotate2.mp4,76,10.01,1.87
longdress_ply_orig_rotate2.mp4,85,10.01,1.52
Rafa2_ply_TMC2-allIntraN_r1_rotate2.mp4,38,10.01,3.95
AxeGuy_ply_TMC1-rahtN_r6_rotate2.mp4,41,10.01,3.90
loot_ply_TMC1-rahtN_r1_rotate2.mp4,12,10.00,5.99
LubnaFriends_obj_Draco-JPEG_lev3_rotate2.mp4,30,10.01,2.20
AxeGuy_ply_TMC2-allIntraN_r4_rotate2.mp4,32,10.00,2.05
Matis_ply_TMC2-allIntraN_r5_rotate2.mp4,59,10.01,6.64
AxeGuy_ply_TMC2-allIntraN_r3_rotate2.mp4,48,10.00,2.67
