StimuliName,Vote,PresentationTime,DecisionTime
Matis_ply_TMC1-rahtN_r6_rotate2.mp4,80,9.98,3.95
longdress_ply_TMC1-rahtN_r3_rotate2.mp4,63,10.01,3.90
Rafa2_ply_TMC1-rahtN_r4_rotate2.mp4,67,10.01,2.54
LubnaFriends_ply_TMC1-rahtN_r2_rotate2.mp4,2,4.74,2.21
redandblack_ply_TMC1-rahtN_r5_rotate2.mp4,61,10.00,6.86
AxeGuy_ply_TMC1-rahtN_r1_rotate2.mp4,0,3.31,2.45
Matis_ply_TMC1-rahtN_r1_rotate2.mp4,0,1.81,0.93
LubnaFriends_ply_orig_rotate2.mp4,76,10.01,3.02
Matis_obj_Draco-JPEG_lev5_rotate2.mp4,62,10.01,6.40
Rafa2_ply_TMC2-allIntraN_r1_rotate2.mp4,50,10.01,2.43
LubnaFriends_obj_orig_rotate2.mp4,70,10.01,2.58
Rafa2_ply_TMC1-rahtN_r5_rotate2.mp4,75,7.80,3.67
AxeGuy_ply_TMC2-randomAcN_r4_rotate2.mp4,80,10.03,4.52
LubnaFriends_obj_Draco-JPEG_lev4_rotate2.mp4,55,10.01,3.60
Rafa2_ply_TMC1-rahtN_r6_rotate2.mp4,70,10.01,4.43
AxeGuy_ply_TMC1-rahtN_r4_rotate2.mp4,41,10.00,3.73
LubnaFriends_obj_Draco-JPEG_lev5_rotate2.mp4,69,10.00,10.19
Rafa2_ply_TMC1-rahtN_r1_rotate2.mp4,0,1.91,0.87
AxeGuy_ply_TMC2-randomAcN_r3_rotate2.mp4,50,10.00,4.53
Rafa2_ply_TMC2-randomAcN_r2_rotate2.mp4,50,7.87,1.62
LubnaFriends_ply_TMC2-allIntraN_r4_rotate2.mp4,62,10.01,2.63
Rafa2_ply_TMC2-randomAcN_r5_rotate2.mp4,81,7.98,2.30
AxeGuy_ply_TMC1-rahtN_r2_rotate2.mp4,22,4.03,1.73
Matis_ply_TMC1-rahtN_r4_rotate2.mp4,40,10.01,6.90
Rafa2_obj_Draco-JPEG_lev4_rotate2.mp4,50,10.01,4.95
LubnaFriends_obj_Draco-JPEG_lev3_rotate2.mp4,42,5.80,1.17
Rafa2_obj_Draco-JPEG_lev3_rotate2.mp4,42,6.16,5.03
