StimuliName,Vote,PresentationTime,DecisionTime
Matis_ply_TMC1-rahtN_r1_rotate2.mp4,0,9.99,1.68
LubnaFriends_ply_TMC1-rahtN_r5_rotate2.mp4,50,10.00,0.91
redandblack_ply_TMC1-rahtN_r2_rotate2.mp4,20,10.00,1.18
loot_ply_TMC1-rahtN_r4_rotate2.mp4,69,10.01,1.65
AxeGuy_ply_TMC1-rahtN_r3_rotate2.mp4,31,10.00,1.65
soldier_ply_TMC1-rahtN_r6_rotate2.mp4,86,10.01,0.86
LubnaFriends_ply_orig_rotate2.mp4,56,10.00,1.03
loot_ply_TMC2-randomAcN_r2_rotate2.mp4,40,10.00,1.40
Rafa2_obj_Draco-JPEG_lev2_rotate2.mp4,19,10.01,0.91
loot_ply_TMC2-allIntraN_r2_rotate2.mp4,49,10.02,0.83
Rafa2_obj_Draco-JPEG_lev5_rotate2.mp4,79,10.00,1.07
longdress_ply_TMC1-rahtN_r5_rotate2.mp4,60,10.01,1.52
loot_ply_TMC1-rahtN_r4_rotate2.mp4,49,10.00,0.78
redandblack_ply_TMC1-rahtN_r4_rotate2.mp4,50,10.00,0.55
loot_ply_TMC2-randomAcN_r4_rotate2.mp4,78,10.00,1.30
Matis_obj_Draco-JPEG_lev2_rotate2.mp4,19,10.01,1.07
AxeGuy_ply_TMC1-rahtN_r3_rotate2.mp4,18,10.01,1.15
soldier_ply_orig_rotate2.mp4,93,10.01,1.08
loot_ply_TMC2-randomAcN_r1_rotate2.mp4,29,10.00,0.98
longdress_ply_TMC2-allIntraN_r3_rotate2.mp4,60,10.00,0.92
redandblack_ply_TMC2-randomAcN_r2_rotate2.mp4,42,10.01,1.38
longdress_ply_TMC2-randomAcN_r4_rotate2.mp4,60,10.02,0.86
AxeGuy_obj_Draco-JPEG_lev2_rotate2.mp4,11,10.00,1.38
loot_ply_TMC1-rahtN_r2_rotate2.mp4,2,10.00,1.15
soldier_ply_TMC1-rahtN_r2_rotate2.mp4,4,10.00,1.42
redandblack_ply_TMC2-allIntraN_r5_rotate2.mp4,82,10.00,1.60
longdress_ply_TMC1-rahtN_r2_rotate2.mp4,2,10.01,0.90
loot_ply_TMC2-allIntraN_r5_rotate2.mp4,98,10.02,1.17
Rafa2_ply_TMC1-rahtN_r5_rotate2.mp4,49,10.02,0.76
redandblack_ply_TMC2-allIntraN_r3_rotate2.mp4,60,10.02,1.13
longdress_ply_TMC1-rahtN_r3_rotate2.mp4,20,10.02,1.41
redandblack_ply_TMC1-rahtN_r6_rotate2.mp4,71,10.00,2.10
AxeGuy_ply_TMC1-rahtN_r5_rotate2.mp4,35,10.02,1.18
soldier_ply_TMC2-randomAcN_r5_rotate2.mp4,80,10.00,1.45
LubnaFriends_ply_TMC1-rahtN_r1_rotate2.mp4,0,10.01,1.17
loot_ply_orig_rotate2.mp4,87,10.01,1.15
LubnaFriends_ply_TMC1-rahtN_r5_rotate2.mp4,44,10.01,0.85
redandblack_ply_TMC1-rahtN_r1_rotate2.mp4,0,10.00,1.27
longdress_ply_TMC1-rahtN_r4_rotate2.mp4,50,10.00,0.85
soldier_ply_TMC1-rahtN_r5_rotate2.mp4,61,10.01,0.92
redandblack_ply_TMC2-randomAcN_r5_rotate2.mp4,61,10.01,1.50
soldier_ply_TMC2-randomAcN_r1_rotate2.mp4,29,10.01,1.42
AxeGuy_ply_TMC1-rahtN_r1_rotate2.mp4,0,10.00,1.13
longdress_ply_TMC2-allIntraN_r2_rotate2.mp4,60,10.01,1.52
redandblack_ply_TMC1-rahtN_r5_rotate2.mp4,52,10.01,0.95
AxeGuy_obj_orig_rotate2.mp4,49,10.00,0.55
soldier_ply_TMC2-allIntraN_r4_rotate2.mp4,72,10.01,1.13
longdress_ply_TMC2-allIntraN_r5_rotate2.mp4,58,10.02,0.97
loot_ply_TMC2-randomAcN_r3_rotate2.mp4,60,10.01,1.43
Matis_ply_TMC1-rahtN_r5_rotate2.mp4,28,10.00,1.32
redandblack_ply_TMC1-rahtN_r2_rotate2.mp4,8,10.01,1.22
longdress_ply_TMC1-rahtN_r1_rotate2.mp4,0,10.00,0.97
LubnaFriends_ply_TMC1-rahtN_r3_rotate2.mp4,30,10.00,0.77
loot_ply_TMC2-allIntraN_r3_rotate2.mp4,61,10.01,0.88
redandblack_ply_TMC2-allIntraN_r2_rotate2.mp4,41,10.01,1.02
longdress_ply_TMC2-randomAcN_r3_rotate2.mp4,44,10.01,0.71
redandblack_ply_TMC2-allIntraN_r1_rotate2.mp4,31,10.01,0.90
longdress_ply_TMC1-rahtN_r6_rotate2.mp4,54,10.02,0.65
redandblack_ply_TMC2-allIntraN_r4_rotate2.mp4,61,10.00,0.95
Matis_ply_TMC1-rahtN_r3_rotate2.mp4,18,10.04,1.03
redandblack_ply_orig_rotate2.mp4,81,10.01,0.90
loot_ply_TMC1-rahtN_r3_rotate2.mp4,19,10.01,1.05
soldier_ply_TMC1-rahtN_r3_rotate2.mp4,20,10.02,1.05
Matis_ply_orig_rotate2.mp4,39,10.02,1.32
Rafa2_ply_orig_rotate2.mp4,57,10.01,0.76
soldier_ply_TMC2-allIntraN_r3_rotate2.mp4,60,10.01,1.15
longdress_ply_TMC2-allIntraN_r4_rotate2.mp4,60,10.02,0.93
Matis_ply_TMC1-rahtN_r1_rotate2.mp4,0,10.01,0.90
AxeGuy_obj_Draco-JPEG_lev5_rotate2.mp4,60,10.00,1.22
soldier_ply_TMC1-rahtN_r1_rotate2.mp4,0,10.01,1.12
redandblack_ply_TMC2-randomAcN_r3_rotate2.mp4,58,10.01,1.02
Rafa2_obj_orig_rotate2.mp4,71,10.00,0.81
loot_ply_TMC2-allIntraN_r4_rotate2.mp4,60,10.00,1.42
soldier_ply_TMC2-randomAcN_r4_rotate2.mp4,60,10.01,1.17
redandblack_ply_TMC2-randomAcN_r1_rotate2.mp4,31,10.01,0.75
soldier_ply_TMC2-randomAcN_r3_rotate2.mp4,59,10.01,1.43
Matis_obj_orig_rotate2.mp4,39,10.00,0.83
soldier_ply_TMC1-rahtN_r4_rotate2.mp4,52,10.00,0.53
Rafa2_ply_TMC1-rahtN_r3_rotate2.mp4,18,10.01,0.88
loot_ply_TMC2-allIntraN_r1_rotate2.mp4,36,10.01,1.03
