StimuliName,Vote,PresentationTime,DecisionTime
AxeGuy_ply_TMC1-rahtN_r1_rotate2.mp4,0,9.99,1.35
redandblack_ply_TMC1-rahtN_r5_rotate2.mp4,84,10.01,4.36
LubnaFriends_ply_TMC1-rahtN_r2_rotate2.mp4,3,10.01,4.46
Rafa2_ply_TMC1-rahtN_r4_rotate2.mp4,67,10.00,2.95
longdress_ply_TMC1-rahtN_r3_rotate2.mp4,52,10.01,4.72
Matis_ply_TMC1-rahtN_r6_rotate2.mp4,62,10.00,6.50
LubnaFriends_ply_TMC1-rahtN_r5_rotate2.mp4,58,10.01,2.02
Rafa2_ply_TMC1-rahtN_r2_rotate2.mp4,5,10.00,3.03
Matis_ply_TMC1-rahtN_r6_rotate2.mp4,59,10.01,2.68
LubnaFriends_ply_TMC2-allIntraN_r5_rotate2.mp4,64,10.00,5.22
Rafa2_ply_orig_rotate2.mp4,81,10.00,4.13
Matis_ply_TMC1-rahtN_r5_rotate2.mp4,61,10.00,3.73
Rafa2_obj_orig_rotate2.mp4,86,10.02,3.43
AxeGuy_obj_Draco-JPEG_lev1_rotate2.mp4,4,10.00,2.58
Rafa2_ply_TMC2-allIntraN_r3_rotate2.mp4,66,10.00,2.00
LubnaFriends_ply_TMC1-rahtN_r6_rotate2.mp4,63,10.02,3.00
Matis_obj_Draco-JPEG_lev3_rotate2.mp4,47,10.00,3.82
LubnaFriends_ply_TMC2-randomAcN_r1_rotate2.mp4,33,10.01,3.70
loot_ply_TMC1-rahtN_r5_rotate2.mp4,90,10.01,2.07
LubnaFriends_ply_TMC2-randomAcN_r5_rotate2.mp4,64,10.01,3.12
Matis_ply_TMC2-randomAcN_r3_rotate2.mp4,42,10.02,4.74
AxeGuy_obj_orig_rotate2.mp4,70,10.02,4.65
loot_ply_orig_rotate2.mp4,97,10.02,2.18
LubnaFriends_ply_TMC1-rahtN_r1_rotate2.mp4,1,10.01,1.78
AxeGuy_ply_orig_rotate2.mp4,60,10.01,1.93
LubnaFriends_ply_TMC2-randomAcN_r2_rotate2.mp4,35,10.01,3.27
Matis_ply_TMC1-rahtN_r4_rotate2.mp4,41,10.01,5.04
AxeGuy_obj_Draco-JPEG_lev3_rotate2.mp4,35,10.01,2.93
loot_ply_TMC1-rahtN_r3_rotate2.mp4,41,10.01,4.82
Rafa2_ply_TMC2-allIntraN_r5_rotate2.mp4,84,10.02,5.95
Matis_ply_orig_rotate2.mp4,53,10.02,3.17
LubnaFriends_ply_orig_rotate2.mp4,52,10.01,5.25
AxeGuy_ply_TMC1-rahtN_r2_rotate2.mp4,16,10.02,2.47
LubnaFriends_ply_TMC2-randomAcN_r3_rotate2.mp4,42,10.01,7.29
Matis_ply_TMC1-rahtN_r2_rotate2.mp4,19,10.00,3.52
loot_ply_TMC1-rahtN_r1_rotate2.mp4,0,10.00,5.62
LubnaFriends_obj_Draco-JPEG_lev2_rotate2.mp4,21,10.01,6.22
Matis_ply_TMC2-randomAcN_r5_rotate2.mp4,31,10.00,7.20
AxeGuy_ply_TMC2-randomAcN_r1_rotate2.mp4,30,10.00,2.13
Matis_obj_Draco-JPEG_lev5_rotate2.mp4,39,10.01,3.22
LubnaFriends_obj_Draco-JPEG_lev1_rotate2.mp4,18,10.00,3.02
Rafa2_ply_TMC1-rahtN_r4_rotate2.mp4,55,10.01,2.08
AxeGuy_ply_TMC1-rahtN_r1_rotate2.mp4,0,10.01,1.62
Matis_obj_orig_rotate2.mp4,35,10.01,6.54
AxeGuy_ply_TMC1-rahtN_r3_rotate2.mp4,21,10.01,3.58
Matis_ply_TMC1-rahtN_r3_rotate2.mp4,31,10.01,2.25
