StimuliName,Vote,PresentationTime,DecisionTime
soldier_ply_TMC1-rahtN_r6_rotate2.mp4,81,9.98,1.97
AxeGuy_ply_TMC1-rahtN_r3_rotate2.mp4,23,10.01,5.63
loot_ply_TMC1-rahtN_r4_rotate2.mp4,77,10.01,2.81
redandblack_ply_TMC1-rahtN_r2_rotate2.mp4,16,10.00,3.25
LubnaFriends_ply_TMC1-rahtN_r5_rotate2.mp4,52,10.00,3.54
Matis_ply_TMC1-rahtN_r1_rotate2.mp4,5,10.00,3.65
soldier_ply_TMC2-allIntraN_r4_rotate2.mp4,75,10.00,2.33
redandblack_ply_TMC2-allIntraN_r5_rotate2.mp4,78,10.00,3.62
loot_ply_TMC2-allIntraN_r3_rotate2.mp4,84,10.01,3.45
longdress_ply_TMC2-randomAcN_r4_rotate2.mp4,81,10.01,3.08
loot_ply_TMC2-allIntraN_r4_rotate2.mp4,89,10.01,5.29
redandblack_ply_TMC1-rahtN_r3_rotate2.mp4,35,10.00,3.70
longdress_ply_TMC2-allIntraN_r4_rotate2.mp4,79,10.01,2.90
loot_ply_TMC2-allIntraN_r5_rotate2.mp4,85,10.01,3.28
soldier_ply_TMC2-randomAcN_r1_rotate2.mp4,25,10.01,2.00
AxeGuy_ply_TMC1-rahtN_r1_rotate2.mp4,4,10.00,2.80
soldier_ply_TMC1-rahtN_r5_rotate2.mp4,76,10.01,4.80
Rafa2_ply_TMC1-rahtN_r3_rotate2.mp4,28,10.01,3.97
soldier_ply_TMC2-allIntraN_r1_rotate2.mp4,22,10.01,2.73
Matis_obj_Draco-JPEG_lev5_rotate2.mp4,46,10.01,2.58
soldier_ply_TMC1-rahtN_r1_rotate2.mp4,2,10.01,3.65
longdress_ply_TMC1-rahtN_r4_rotate2.mp4,62,10.01,2.05
Rafa2_ply_orig_rotate2.mp4,67,10.01,4.58
soldier_ply_TMC2-randomAcN_r5_rotate2.mp4,79,10.01,2.75
redandblack_ply_TMC1-rahtN_r6_rotate2.mp4,82,10.02,1.68
LubnaFriends_obj_orig_rotate2.mp4,42,9.99,2.87
loot_ply_TMC1-rahtN_r2_rotate2.mp4,12,10.01,2.20
redandblack_ply_TMC2-randomAcN_r2_rotate2.mp4,33,10.01,2.73
soldier_ply_TMC1-rahtN_r2_rotate2.mp4,10,10.01,4.53
redandblack_ply_TMC2-allIntraN_r1_rotate2.mp4,26,10.01,3.27
longdress_ply_TMC1-rahtN_r3_rotate2.mp4,38,10.02,5.17
soldier_ply_TMC2-allIntraN_r2_rotate2.mp4,42,10.02,5.62
redandblack_ply_TMC2-allIntraN_r4_rotate2.mp4,65,10.00,2.43
longdress_ply_TMC2-randomAcN_r2_rotate2.mp4,54,10.01,2.65
LubnaFriends_ply_TMC1-rahtN_r5_rotate2.mp4,57,10.00,2.13
loot_ply_TMC2-allIntraN_r1_rotate2.mp4,33,10.00,4.95
redandblack_ply_TMC2-allIntraN_r2_rotate2.mp4,40,10.00,2.75
longdress_ply_TMC1-rahtN_r1_rotate2.mp4,12,10.02,2.85
Rafa2_obj_Draco-JPEG_lev2_rotate2.mp4,21,10.00,3.08
longdress_ply_TMC1-rahtN_r6_rotate2.mp4,81,10.02,2.07
soldier_ply_TMC2-allIntraN_r5_rotate2.mp4,78,10.01,1.70
Matis_obj_Draco-JPEG_lev2_rotate2.mp4,23,10.01,1.98
soldier_ply_TMC2-randomAcN_r2_rotate2.mp4,59,10.02,2.40
LubnaFriends_obj_Draco-JPEG_lev5_rotate2.mp4,48,10.00,5.05
longdress_ply_orig_rotate2.mp4,78,10.02,2.95
loot_ply_TMC1-rahtN_r5_rotate2.mp4,81,10.01,1.53
LubnaFriends_ply_orig_rotate2.mp4,43,10.00,6.89
soldier_ply_TMC2-randomAcN_r4_rotate2.mp4,77,10.01,2.85
loot_ply_TMC1-rahtN_r1_rotate2.mp4,10,10.01,1.80
AxeGuy_obj_Draco-JPEG_lev2_rotate2.mp4,17,10.00,2.62
longdress_ply_TMC2-allIntraN_r1_rotate2.mp4,27,10.00,4.25
Matis_ply_orig_rotate2.mp4,42,10.01,4.58
loot_ply_TMC2-randomAcN_r1_rotate2.mp4,37,10.00,2.82
LubnaFriends_ply_TMC1-rahtN_r1_rotate2.mp4,7,10.00,2.82
longdress_ply_TMC2-allIntraN_r5_rotate2.mp4,84,10.00,4.20
AxeGuy_ply_orig_rotate2.mp4,62,10.00,2.88
loot_ply_TMC2-randomAcN_r3_rotate2.mp4,43,10.00,3.62
Rafa2_ply_TMC1-rahtN_r5_rotate2.mp4,60,10.01,2.43
loot_ply_TMC1-rahtN_r4_rotate2.mp4,68,10.01,2.71
soldier_ply_TMC1-rahtN_r6_rotate2.mp4,77,10.01,2.85
AxeGuy_obj_Draco-JPEG_lev5_rotate2.mp4,84,10.00,3.30
Matis_obj_orig_rotate2.mp4,55,10.01,4.15
soldier_ply_TMC1-rahtN_r3_rotate2.mp4,38,10.00,2.25
longdress_ply_TMC1-rahtN_r5_rotate2.mp4,64,10.02,2.37
redandblack_ply_TMC1-rahtN_r1_rotate2.mp4,15,9.99,2.32
soldier_ply_TMC1-rahtN_r4_rotate2.mp4,65,10.01,2.30
loot_ply_TMC2-randomAcN_r4_rotate2.mp4,74,10.00,2.63
redandblack_ply_orig_rotate2.mp4,86,10.00,3.53
LubnaFriends_obj_Draco-JPEG_lev2_rotate2.mp4,20,10.00,1.92
longdress_ply_TMC2-randomAcN_r5_rotate2.mp4,85,10.00,2.87
soldier_ply_TMC2-randomAcN_r3_rotate2.mp4,60,10.01,2.93
longdress_ply_TMC2-randomAcN_r3_rotate2.mp4,61,10.00,5.72
soldier_ply_TMC2-allIntraN_r3_rotate2.mp4,67,10.01,2.87
redandblack_ply_TMC1-rahtN_r2_rotate2.mp4,19,10.01,1.58
longdress_ply_TMC2-randomAcN_r1_rotate2.mp4,35,10.01,1.87
Rafa2_obj_Draco-JPEG_lev5_rotate2.mp4,81,10.01,4.12
loot_ply_TMC2-randomAcN_r5_rotate2.mp4,84,10.01,2.50
AxeGuy_ply_TMC1-rahtN_r5_rotate2.mp4,75,10.01,3.13
redandblack_ply_TMC2-randomAcN_r1_rotate2.mp4,71,10.01,3.43
Matis_ply_TMC1-rahtN_r5_rotate2.mp4,47,10.00,1.77
AxeGuy_ply_TMC1-rahtN_r3_rotate2.mp4,25,10.02,2.72
redandblack_ply_TMC2-allIntraN_r3_rotate2.mp4,81,10.00,5.25
AxeGuy_obj_orig_rotate2.mp4,86,10.00,1.78
loot_ply_TMC1-rahtN_r6_rotate2.mp4,87,10.03,2.17
longdress_ply_TMC2-allIntraN_r2_rotate2.mp4,61,10.01,3.13
loot_ply_TMC1-rahtN_r3_rotate2.mp4,32,10.01,1.92
Matis_ply_TMC1-rahtN_r1_rotate2.mp4,10,10.01,1.47
longdress_ply_TMC2-allIntraN_r3_rotate2.mp4,79,10.01,3.88
loot_ply_TMC2-allIntraN_r2_rotate2.mp4,78,10.00,5.22
redandblack_ply_TMC2-randomAcN_r3_rotate2.mp4,74,10.00,3.58
loot_ply_TMC2-randomAcN_r2_rotate2.mp4,63,10.01,4.42
redandblack_ply_TMC1-rahtN_r5_rotate2.mp4,77,10.01,3.10
Rafa2_obj_orig_rotate2.mp4,79,10.01,2.62
longdress_ply_TMC1-rahtN_r2_rotate2.mp4,20,10.00,4.92
Matis_ply_TMC1-rahtN_r3_rotate2.mp4,35,10.01,3.03
redandblack_ply_TMC2-randomAcN_r4_rotate2.mp4,76,10.00,2.00
