StimuliName,Vote,PresentationTime,DecisionTime
soldier_ply_TMC1-rahtN_r6_rotate2.mp4,85,9.98,2.48
AxeGuy_ply_TMC1-rahtN_r3_rotate2.mp4,32,10.01,1.98
loot_ply_TMC1-rahtN_r4_rotate2.mp4,49,10.01,2.36
redandblack_ply_TMC1-rahtN_r2_rotate2.mp4,30,10.01,1.43
LubnaFriends_ply_TMC1-rahtN_r5_rotate2.mp4,67,10.00,0.95
Matis_ply_TMC1-rahtN_r1_rotate2.mp4,13,10.02,1.57
soldier_ply_TMC2-randomAcN_r1_rotate2.mp4,50,10.01,1.55
loot_ply_TMC2-randomAcN_r3_rotate2.mp4,86,10.00,1.56
soldier_ply_TMC1-rahtN_r5_rotate2.mp4,71,10.02,1.21
Matis_obj_orig_rotate2.mp4,62,10.00,1.26
soldier_ply_TMC1-rahtN_r2_rotate2.mp4,28,10.01,1.73
LubnaFriends_obj_orig_rotate2.mp4,85,10.02,1.67
loot_ply_TMC1-rahtN_r5_rotate2.mp4,80,10.00,1.48
redandblack_ply_TMC1-rahtN_r2_rotate2.mp4,31,10.01,1.33
loot_ply_TMC1-rahtN_r1_rotate2.mp4,11,10.01,1.72
redandblack_ply_TMC2-allIntraN_r1_rotate2.mp4,67,10.01,1.32
Rafa2_ply_orig_rotate2.mp4,82,10.01,1.05
redandblack_ply_TMC1-rahtN_r4_rotate2.mp4,64,10.01,1.37
longdress_ply_TMC1-rahtN_r4_rotate2.mp4,63,10.01,1.48
loot_ply_TMC1-rahtN_r6_rotate2.mp4,85,10.01,1.17
longdress_ply_TMC2-allIntraN_r2_rotate2.mp4,82,10.01,1.75
Matis_obj_Draco-JPEG_lev2_rotate2.mp4,50,10.01,0.71
redandblack_ply_TMC2-allIntraN_r2_rotate2.mp4,60,10.01,1.25
Rafa2_obj_Draco-JPEG_lev5_rotate2.mp4,85,10.00,1.10
AxeGuy_obj_Draco-JPEG_lev2_rotate2.mp4,29,10.01,1.26
loot_ply_TMC2-randomAcN_r4_rotate2.mp4,82,9.99,1.68
soldier_ply_TMC2-randomAcN_r5_rotate2.mp4,88,10.02,0.95
longdress_ply_TMC2-allIntraN_r1_rotate2.mp4,70,10.01,1.50
LubnaFriends_ply_TMC1-rahtN_r5_rotate2.mp4,64,10.01,1.07
Matis_ply_TMC1-rahtN_r3_rotate2.mp4,56,10.01,1.18
soldier_ply_TMC2-randomAcN_r2_rotate2.mp4,68,10.01,1.42
longdress_ply_TMC2-randomAcN_r2_rotate2.mp4,69,10.00,2.05
loot_ply_TMC1-rahtN_r3_rotate2.mp4,49,10.00,0.72
Matis_ply_TMC1-rahtN_r5_rotate2.mp4,58,10.01,1.22
loot_ply_TMC1-rahtN_r4_rotate2.mp4,62,10.01,1.22
longdress_ply_TMC2-randomAcN_r5_rotate2.mp4,90,10.01,1.08
redandblack_ply_TMC1-rahtN_r6_rotate2.mp4,74,10.00,1.65
longdress_ply_TMC1-rahtN_r1_rotate2.mp4,9,10.01,1.43
LubnaFriends_obj_Draco-JPEG_lev5_rotate2.mp4,77,10.01,1.52
loot_ply_TMC2-randomAcN_r5_rotate2.mp4,84,10.01,1.15
longdress_ply_TMC2-allIntraN_r4_rotate2.mp4,77,10.01,0.97
AxeGuy_obj_Draco-JPEG_lev5_rotate2.mp4,69,10.02,1.58
longdress_ply_TMC2-randomAcN_r1_rotate2.mp4,59,10.01,1.80
LubnaFriends_obj_Draco-JPEG_lev2_rotate2.mp4,50,10.00,1.43
redandblack_ply_TMC2-allIntraN_r4_rotate2.mp4,72,10.00,1.65
longdress_ply_TMC2-allIntraN_r5_rotate2.mp4,86,10.00,1.15
Rafa2_ply_TMC1-rahtN_r3_rotate2.mp4,43,10.01,1.06
soldier_ply_TMC2-allIntraN_r3_rotate2.mp4,78,10.01,2.00
redandblack_ply_TMC1-rahtN_r5_rotate2.mp4,77,10.01,1.77
longdress_ply_TMC2-randomAcN_r3_rotate2.mp4,84,10.01,1.28
redandblack_ply_TMC2-randomAcN_r3_rotate2.mp4,61,10.02,1.36
longdress_ply_TMC1-rahtN_r6_rotate2.mp4,83,10.01,1.38
loot_ply_TMC1-rahtN_r2_rotate2.mp4,29,10.01,1.25
LubnaFriends_ply_TMC1-rahtN_r1_rotate2.mp4,3,10.01,2.92
redandblack_ply_TMC2-randomAcN_r4_rotate2.mp4,72,10.01,1.42
soldier_ply_TMC2-randomAcN_r3_rotate2.mp4,78,10.02,1.35
redandblack_ply_TMC2-allIntraN_r3_rotate2.mp4,62,10.01,1.13
soldier_ply_TMC2-allIntraN_r4_rotate2.mp4,82,10.01,1.22
AxeGuy_ply_TMC1-rahtN_r1_rotate2.mp4,9,10.01,0.88
longdress_ply_TMC2-allIntraN_r3_rotate2.mp4,87,10.02,1.35
