StimuliName,Vote,PresentationTime,DecisionTime
Matis_ply_TMC1-rahtN_r6_rotate2.mp4,62,9.98,1.13
longdress_ply_TMC1-rahtN_r3_rotate2.mp4,30,10.00,1.89
Rafa2_ply_TMC1-rahtN_r4_rotate2.mp4,50,10.00,0.43
LubnaFriends_ply_TMC1-rahtN_r2_rotate2.mp4,3,10.01,2.05
redandblack_ply_TMC1-rahtN_r5_rotate2.mp4,96,10.00,1.76
AxeGuy_ply_TMC1-rahtN_r1_rotate2.mp4,3,10.01,2.08
Matis_obj_orig_rotate2.mp4,83,10.01,1.33
Rafa2_obj_Draco-JPEG_lev2_rotate2.mp4,39,10.01,1.12
Matis_ply_orig_rotate2.mp4,58,10.00,3.00
AxeGuy_obj_Draco-JPEG_lev1_rotate2.mp4,6,10.01,1.15
Rafa2_obj_Draco-JPEG_lev4_rotate2.mp4,82,10.00,1.32
Matis_ply_TMC1-rahtN_r5_rotate2.mp4,68,10.00,1.03
AxeGuy_obj_Draco-JPEG_lev2_rotate2.mp4,14,10.00,0.88
Rafa2_ply_TMC2-randomAcN_r5_rotate2.mp4,88,10.00,0.93
AxeGuy_ply_TMC2-randomAcN_r1_rotate2.mp4,27,10.02,1.07
Rafa2_obj_Draco-JPEG_lev5_rotate2.mp4,95,10.01,1.05
Matis_ply_TMC2-allIntraN_r1_rotate2.mp4,38,10.01,1.37
Rafa2_ply_TMC2-allIntraN_r1_rotate2.mp4,50,10.01,1.27
LubnaFriends_ply_TMC1-rahtN_r4_rotate2.mp4,49,10.01,0.61
Rafa2_ply_TMC1-rahtN_r6_rotate2.mp4,65,10.01,0.87
LubnaFriends_ply_TMC2-randomAcN_r3_rotate2.mp4,43,10.01,0.83
Matis_ply_TMC2-allIntraN_r4_rotate2.mp4,67,10.00,0.85
Rafa2_obj_orig_rotate2.mp4,78,10.00,1.11
LubnaFriends_ply_TMC1-rahtN_r2_rotate2.mp4,6,10.01,0.96
Matis_ply_TMC1-rahtN_r3_rotate2.mp4,28,10.01,1.07
Rafa2_ply_TMC2-allIntraN_r2_rotate2.mp4,68,10.01,0.98
AxeGuy_ply_orig_rotate2.mp4,51,10.03,0.92
Rafa2_ply_TMC2-randomAcN_r4_rotate2.mp4,72,10.00,0.87
LubnaFriends_ply_TMC2-allIntraN_r1_rotate2.mp4,28,10.01,0.88
AxeGuy_ply_TMC2-randomAcN_r2_rotate2.mp4,33,10.00,0.76
LubnaFriends_ply_TMC2-randomAcN_r1_rotate2.mp4,25,10.00,0.83
loot_ply_orig_rotate2.mp4,96,10.02,1.08
AxeGuy_ply_TMC2-randomAcN_r3_rotate2.mp4,65,10.01,1.13
soldier_ply_TMC1-rahtN_r3_rotate2.mp4,44,10.01,1.00
LubnaFriends_ply_TMC1-rahtN_r6_rotate2.mp4,52,10.01,1.52
Matis_ply_TMC2-randomAcN_r3_rotate2.mp4,63,10.00,0.80
LubnaFriends_obj_Draco-JPEG_lev3_rotate2.mp4,32,10.00,0.75
longdress_ply_TMC1-rahtN_r1_rotate2.mp4,1,10.00,1.48
AxeGuy_obj_Draco-JPEG_lev3_rotate2.mp4,29,10.01,0.78
LubnaFriends_obj_Draco-JPEG_lev6_rotate2.mp4,63,10.00,0.93
Rafa2_ply_TMC2-randomAcN_r1_rotate2.mp4,43,10.01,2.38
LubnaFriends_ply_TMC2-randomAcN_r5_rotate2.mp4,54,10.00,0.68
Rafa2_ply_TMC2-allIntraN_r3_rotate2.mp4,64,10.00,1.10
LubnaFriends_ply_TMC2-randomAcN_r2_rotate2.mp4,38,10.01,1.10
Rafa2_ply_TMC1-rahtN_r4_rotate2.mp4,52,10.01,1.53
AxeGuy_ply_TMC1-rahtN_r1_rotate2.mp4,2,10.00,1.60
LubnaFriends_obj_Draco-JPEG_lev4_rotate2.mp4,66,10.01,0.94
Matis_ply_TMC2-randomAcN_r5_rotate2.mp4,72,10.01,1.05
AxeGuy_obj_orig_rotate2.mp4,70,10.01,0.93
Rafa2_obj_Draco-JPEG_lev3_rotate2.mp4,46,10.01,0.61
Matis_ply_TMC2-allIntraN_r5_rotate2.mp4,57,10.01,1.05
redandblack_ply_TMC1-rahtN_r1_rotate2.mp4,8,10.00,1.03
Rafa2_obj_Draco-JPEG_lev1_rotate2.mp4,12,10.01,0.91
LubnaFriends_ply_TMC2-allIntraN_r4_rotate2.mp4,36,10.00,1.06
Rafa2_ply_TMC1-rahtN_r3_rotate2.mp4,29,10.01,0.75
LubnaFriends_ply_TMC1-rahtN_r3_rotate2.mp4,27,10.01,1.15
AxeGuy_ply_TMC1-rahtN_r3_rotate2.mp4,21,10.01,1.15
loot_ply_TMC1-rahtN_r5_rotate2.mp4,90,10.01,1.15
Matis_obj_Draco-JPEG_lev1_rotate2.mp4,14,10.00,0.93
AxeGuy_ply_TMC2-allIntraN_r3_rotate2.mp4,67,10.01,0.82
LubnaFriends_ply_TMC2-randomAcN_r4_rotate2.mp4,63,10.00,0.81
Matis_ply_TMC2-randomAcN_r4_rotate2.mp4,62,10.00,1.22
AxeGuy_ply_TMC1-rahtN_r4_rotate2.mp4,55,10.01,0.78
Rafa2_ply_TMC2-allIntraN_r4_rotate2.mp4,77,10.01,1.18
AxeGuy_ply_TMC2-allIntraN_r2_rotate2.mp4,47,10.00,1.01
loot_ply_TMC1-rahtN_r1_rotate2.mp4,4,10.00,1.72
AxeGuy_ply_TMC1-rahtN_r2_rotate2.mp4,13,10.01,0.95
LubnaFriends_ply_TMC1-rahtN_r5_rotate2.mp4,30,10.02,1.18
Matis_obj_Draco-JPEG_lev5_rotate2.mp4,44,10.00,1.63
LubnaFriends_obj_Draco-JPEG_lev1_rotate2.mp4,6,10.01,1.03
redandblack_ply_TMC1-rahtN_r3_rotate2.mp4,22,10.00,1.63
Rafa2_ply_TMC1-rahtN_r2_rotate2.mp4,10,10.01,0.85
loot_ply_TMC1-rahtN_r3_rotate2.mp4,37,10.00,0.73
Matis_obj_Draco-JPEG_lev4_rotate2.mp4,37,10.00,0.90
longdress_ply_orig_rotate2.mp4,64,10.03,0.96
soldier_ply_orig_rotate2.mp4,74,10.01,0.85
AxeGuy_ply_TMC1-rahtN_r6_rotate2.mp4,56,10.01,0.70
redandblack_ply_TMC1-rahtN_r5_rotate2.mp4,68,10.01,0.85
longdress_ply_TMC1-rahtN_r5_rotate2.mp4,62,10.01,1.48
Matis_ply_TMC2-allIntraN_r3_rotate2.mp4,62,10.00,0.88
Rafa2_ply_TMC1-rahtN_r1_rotate2.mp4,6,10.01,0.88
LubnaFriends_ply_TMC2-allIntraN_r5_rotate2.mp4,57,10.01,0.66
AxeGuy_ply_TMC2-randomAcN_r5_rotate2.mp4,58,10.00,1.67
soldier_ply_TMC1-rahtN_r5_rotate2.mp4,69,10.01,0.77
Rafa2_ply_TMC2-randomAcN_r3_rotate2.mp4,55,10.01,0.80
Matis_obj_Draco-JPEG_lev6_rotate2.mp4,46,10.01,1.65
LubnaFriends_obj_Draco-JPEG_lev2_rotate2.mp4,23,10.01,0.85
Matis_obj_Draco-JPEG_lev3_rotate2.mp4,28,10.01,0.81
Rafa2_ply_TMC2-randomAcN_r2_rotate2.mp4,43,10.00,0.65
longdress_ply_TMC1-rahtN_r3_rotate2.mp4,29,10.00,0.93
AxeGuy_ply_TMC2-allIntraN_r5_rotate2.mp4,53,10.01,1.02
Rafa2_obj_Draco-JPEG_lev6_rotate2.mp4,68,10.01,1.17
AxeGuy_obj_Draco-JPEG_lev4_rotate2.mp4,57,10.00,0.73
Matis_ply_TMC2-randomAcN_r1_rotate2.mp4,23,10.00,0.98
AxeGuy_ply_TMC2-allIntraN_r4_rotate2.mp4,47,10.00,0.65
Matis_ply_TMC1-rahtN_r1_rotate2.mp4,5,10.00,0.83
Rafa2_ply_TMC1-rahtN_r5_rotate2.mp4,65,10.01,1.02
AxeGuy_ply_TMC2-randomAcN_r4_rotate2.mp4,55,10.00,0.97
Matis_ply_TMC2-randomAcN_r2_rotate2.mp4,31,10.00,1.93
LubnaFriends_obj_Draco-JPEG_lev5_rotate2.mp4,63,10.01,1.83
Matis_ply_TMC1-rahtN_r4_rotate2.mp4,36,10.01,1.30
AxeGuy_obj_Draco-JPEG_lev6_rotate2.mp4,52,10.00,1.82
Rafa2_ply_TMC2-allIntraN_r5_rotate2.mp4,70,10.02,0.80
LubnaFriends_obj_orig_rotate2.mp4,61,10.01,0.93
Matis_ply_TMC2-allIntraN_r2_rotate2.mp4,36,10.01,0.80
LubnaFriends_ply_TMC1-rahtN_r1_rotate2.mp4,3,10.00,0.95
AxeGuy_obj_Draco-JPEG_lev5_rotate2.mp4,32,10.00,1.63
Matis_ply_TMC1-rahtN_r2_rotate2.mp4,11,10.00,0.98
redandblack_ply_orig_rotate2.mp4,64,10.02,1.58
LubnaFriends_ply_TMC2-allIntraN_r2_rotate2.mp4,47,10.01,0.60
AxeGuy_ply_TMC2-allIntraN_r1_rotate2.mp4,33,10.00,0.76
Matis_obj_Draco-JPEG_lev2_rotate2.mp4,30,10.01,0.66
Rafa2_ply_orig_rotate2.mp4,72,10.00,0.66
LubnaFriends_ply_TMC2-allIntraN_r3_rotate2.mp4,37,10.01,0.83
soldier_ply_TMC1-rahtN_r1_rotate2.mp4,1,10.01,1.55
LubnaFriends_ply_orig_rotate2.mp4,31,10.00,0.95
AxeGuy_ply_TMC1-rahtN_r5_rotate2.mp4,55,10.01,0.75
Matis_ply_TMC1-rahtN_r6_rotate2.mp4,72,10.00,0.82
