StimuliName,Vote,PresentationTime,DecisionTime
AxeGuy_ply_TMC1-rahtN_r1_rotate2.mp4,0,9.98,3.72
redandblack_ply_TMC1-rahtN_r5_rotate2.mp4,93,10.00,2.63
LubnaFriends_ply_TMC1-rahtN_r2_rotate2.mp4,17,10.00,1.91
Rafa2_ply_TMC1-rahtN_r4_rotate2.mp4,42,10.00,2.46
longdress_ply_TMC1-rahtN_r3_rotate2.mp4,53,10.01,2.19
Matis_ply_TMC1-rahtN_r6_rotate2.mp4,67,10.01,4.43
soldier_ply_orig_rotate2.mp4,75,10.01,1.48
LubnaFriends_ply_TMC1-rahtN_r3_rotate2.mp4,23,10.01,3.88
AxeGuy_ply_TMC2-allIntraN_r2_rotate2.mp4,17,10.01,2.68
LubnaFriends_ply_TMC2-randomAcN_r3_rotate2.mp4,38,10.00,2.68
AxeGuy_ply_TMC1-rahtN_r3_rotate2.mp4,29,10.01,3.20
Matis_ply_TMC2-allIntraN_r4_rotate2.mp4,39,10.00,4.05
AxeGuy_ply_orig_rotate2.mp4,54,10.01,1.57
LubnaFriends_ply_TMC1-rahtN_r1_rotate2.mp4,1,10.00,1.85
Rafa2_ply_TMC1-rahtN_r4_rotate2.mp4,63,10.01,1.48
LubnaFriends_ply_TMC2-allIntraN_r5_rotate2.mp4,44,10.01,1.05
Matis_obj_Draco-JPEG_lev6_rotate2.mp4,57,10.01,1.63
LubnaFriends_ply_orig_rotate2.mp4,63,10.00,1.38
Rafa2_ply_TMC2-randomAcN_r3_rotate2.mp4,75,10.01,1.47
loot_ply_orig_rotate2.mp4,74,10.01,1.83
Rafa2_ply_TMC2-allIntraN_r5_rotate2.mp4,75,10.02,1.23
Matis_obj_Draco-JPEG_lev5_rotate2.mp4,65,10.00,1.75
Rafa2_ply_TMC1-rahtN_r3_rotate2.mp4,25,10.02,3.63
LubnaFriends_ply_TMC2-randomAcN_r5_rotate2.mp4,64,10.00,1.78
Rafa2_obj_Draco-JPEG_lev4_rotate2.mp4,71,10.02,1.27
Matis_ply_TMC1-rahtN_r5_rotate2.mp4,63,10.01,1.32
Rafa2_obj_Draco-JPEG_lev6_rotate2.mp4,81,10.00,2.13
Matis_ply_TMC2-randomAcN_r5_rotate2.mp4,41,10.00,2.25
Rafa2_obj_Draco-JPEG_lev3_rotate2.mp4,42,10.00,1.93
LubnaFriends_ply_TMC1-rahtN_r6_rotate2.mp4,43,10.01,1.52
Matis_ply_TMC2-randomAcN_r3_rotate2.mp4,32,10.02,3.47
Rafa2_ply_TMC2-allIntraN_r3_rotate2.mp4,71,10.01,1.33
Matis_obj_Draco-JPEG_lev2_rotate2.mp4,24,10.01,2.68
Rafa2_ply_TMC2-randomAcN_r5_rotate2.mp4,70,10.01,1.45
Matis_ply_TMC1-rahtN_r3_rotate2.mp4,23,10.01,1.73
soldier_ply_TMC1-rahtN_r3_rotate2.mp4,26,10.01,1.85
Matis_obj_Draco-JPEG_lev4_rotate2.mp4,24,10.00,1.38
Rafa2_ply_TMC1-rahtN_r2_rotate2.mp4,30,10.00,3.07
LubnaFriends_ply_TMC1-rahtN_r5_rotate2.mp4,22,10.00,1.65
Matis_ply_TMC2-allIntraN_r5_rotate2.mp4,21,10.00,2.50
AxeGuy_ply_TMC1-rahtN_r4_rotate2.mp4,24,10.02,1.62
longdress_ply_orig_rotate2.mp4,63,10.00,4.07
AxeGuy_obj_Draco-JPEG_lev5_rotate2.mp4,42,10.01,2.15
LubnaFriends_obj_Draco-JPEG_lev4_rotate2.mp4,31,10.01,1.07
longdress_ply_TMC1-rahtN_r3_rotate2.mp4,23,10.02,1.23
Rafa2_ply_TMC2-allIntraN_r4_rotate2.mp4,58,10.01,2.87
Matis_ply_TMC1-rahtN_r1_rotate2.mp4,4,10.02,1.76
Rafa2_obj_Draco-JPEG_lev1_rotate2.mp4,5,10.01,1.62
AxeGuy_ply_TMC1-rahtN_r5_rotate2.mp4,24,10.01,2.52
LubnaFriends_ply_TMC2-randomAcN_r2_rotate2.mp4,25,10.01,1.45
AxeGuy_obj_Draco-JPEG_lev2_rotate2.mp4,23,10.00,1.45
