StimuliName,Vote,PresentationTime,DecisionTime
AxeGuy_ply_TMC1-rahtN_r1_rotate2.mp4,4,9.99,2.00
redandblack_ply_TMC1-rahtN_r5_rotate2.mp4,77,10.00,3.35
LubnaFriends_ply_TMC1-rahtN_r2_rotate2.mp4,3,10.00,2.94
Rafa2_ply_TMC1-rahtN_r4_rotate2.mp4,71,10.01,2.23
longdress_ply_TMC1-rahtN_r3_rotate2.mp4,63,10.01,2.37
Matis_ply_TMC1-rahtN_r6_rotate2.mp4,64,10.00,3.57
AxeGuy_ply_TMC1-rahtN_r3_rotate2.mp4,30,10.00,3.68
LubnaFriends_ply_TMC1-rahtN_r3_rotate2.mp4,30,10.00,1.88
Rafa2_ply_TMC1-rahtN_r5_rotate2.mp4,70,10.00,3.50
AxeGuy_obj_Draco-JPEG_lev4_rotate2.mp4,70,10.02,3.60
Matis_ply_orig_rotate2.mp4,82,10.01,4.17
Rafa2_ply_TMC2-randomAcN_r5_rotate2.mp4,89,10.00,3.50
LubnaFriends_obj_Draco-JPEG_lev6_rotate2.mp4,74,10.00,2.70
Rafa2_ply_TMC1-rahtN_r1_rotate2.mp4,2,10.01,1.78
Matis_ply_TMC2-randomAcN_r1_rotate2.mp4,43,10.00,2.02
LubnaFriends_obj_Draco-JPEG_lev2_rotate2.mp4,41,10.00,3.87
Matis_obj_Draco-JPEG_lev1_rotate2.mp4,25,10.01,3.12
LubnaFriends_obj_Draco-JPEG_lev4_rotate2.mp4,69,10.00,2.93
AxeGuy_ply_TMC2-allIntraN_r3_rotate2.mp4,64,10.00,2.15
Rafa2_ply_TMC1-rahtN_r3_rotate2.mp4,26,10.00,3.47
Matis_obj_orig_rotate2.mp4,63,10.00,2.80
Rafa2_ply_orig_rotate2.mp4,82,10.00,2.33
Matis_ply_TMC2-randomAcN_r3_rotate2.mp4,64,10.01,1.80
AxeGuy_obj_Draco-JPEG_lev2_rotate2.mp4,24,10.01,2.65
Rafa2_obj_Draco-JPEG_lev5_rotate2.mp4,81,10.00,3.32
Matis_ply_TMC1-rahtN_r4_rotate2.mp4,63,10.01,1.42
Rafa2_ply_TMC2-randomAcN_r4_rotate2.mp4,73,10.01,2.50
LubnaFriends_ply_TMC1-rahtN_r1_rotate2.mp4,3,10.00,2.43
Rafa2_ply_TMC2-allIntraN_r1_rotate2.mp4,43,10.01,1.33
AxeGuy_ply_orig_rotate2.mp4,70,10.01,1.23
Rafa2_obj_orig_rotate2.mp4,74,10.01,2.08
Matis_ply_TMC1-rahtN_r6_rotate2.mp4,69,10.01,1.60
AxeGuy_ply_TMC2-allIntraN_r5_rotate2.mp4,70,10.01,1.38
Matis_ply_TMC2-randomAcN_r2_rotate2.mp4,43,10.01,1.31
Rafa2_obj_Draco-JPEG_lev6_rotate2.mp4,74,10.01,2.00
LubnaFriends_ply_TMC2-randomAcN_r5_rotate2.mp4,63,10.00,2.32
Rafa2_obj_Draco-JPEG_lev4_rotate2.mp4,59,10.01,2.27
AxeGuy_ply_TMC2-allIntraN_r1_rotate2.mp4,29,10.02,2.57
LubnaFriends_ply_TMC2-randomAcN_r1_rotate2.mp4,26,10.02,1.83
loot_ply_TMC1-rahtN_r5_rotate2.mp4,82,10.00,3.28
AxeGuy_ply_TMC2-randomAcN_r4_rotate2.mp4,65,10.00,2.40
