StimuliName,Vote,PresentationTime,DecisionTime
Matis_ply_TMC1-rahtN_r1_rotate2.mp4,2,9.99,1.66
LubnaFriends_ply_TMC1-rahtN_r5_rotate2.mp4,50,10.01,1.49
redandblack_ply_TMC1-rahtN_r2_rotate2.mp4,13,9.99,1.66
loot_ply_TMC1-rahtN_r4_rotate2.mp4,49,10.01,0.85
AxeGuy_ply_TMC1-rahtN_r3_rotate2.mp4,29,10.00,1.64
soldier_ply_TMC1-rahtN_r6_rotate2.mp4,70,10.02,2.00
Rafa2_ply_TMC1-rahtN_r5_rotate2.mp4,43,10.01,2.07
Matis_obj_Draco-JPEG_lev5_rotate2.mp4,77,10.01,1.88
soldier_ply_TMC2-randomAcN_r5_rotate2.mp4,70,10.01,1.50
redandblack_ply_TMC2-allIntraN_r3_rotate2.mp4,70,10.00,1.25
soldier_ply_TMC2-allIntraN_r4_rotate2.mp4,80,10.01,1.10
redandblack_ply_TMC1-rahtN_r4_rotate2.mp4,44,10.00,0.77
soldier_ply_TMC2-allIntraN_r5_rotate2.mp4,50,10.01,0.71
loot_ply_orig_rotate2.mp4,72,10.01,1.47
redandblack_ply_TMC1-rahtN_r1_rotate2.mp4,3,10.01,1.25
LubnaFriends_obj_Draco-JPEG_lev2_rotate2.mp4,23,10.01,1.35
soldier_ply_TMC2-randomAcN_r3_rotate2.mp4,49,10.01,2.45
loot_ply_TMC2-randomAcN_r5_rotate2.mp4,73,10.00,1.02
soldier_ply_orig_rotate2.mp4,73,10.01,1.32
longdress_ply_TMC1-rahtN_r1_rotate2.mp4,2,10.00,1.35
loot_ply_TMC2-allIntraN_r1_rotate2.mp4,30,10.01,1.23
redandblack_ply_TMC1-rahtN_r5_rotate2.mp4,50,10.01,1.93
longdress_ply_TMC1-rahtN_r2_rotate2.mp4,15,10.01,1.67
LubnaFriends_ply_TMC1-rahtN_r5_rotate2.mp4,40,10.03,1.08
redandblack_ply_orig_rotate2.mp4,59,10.01,1.68
LubnaFriends_ply_TMC1-rahtN_r1_rotate2.mp4,0,10.01,1.10
soldier_ply_TMC2-randomAcN_r1_rotate2.mp4,21,10.02,1.23
longdress_ply_TMC2-randomAcN_r2_rotate2.mp4,32,10.01,1.15
LubnaFriends_obj_Draco-JPEG_lev5_rotate2.mp4,63,10.00,0.93
redandblack_ply_TMC2-allIntraN_r5_rotate2.mp4,62,10.00,1.43
soldier_ply_TMC1-rahtN_r2_rotate2.mp4,15,10.01,1.75
loot_ply_TMC2-randomAcN_r3_rotate2.mp4,52,10.01,0.75
redandblack_ply_TMC1-rahtN_r3_rotate2.mp4,31,10.00,1.17
loot_ply_TMC1-rahtN_r3_rotate2.mp4,31,10.01,1.10
longdress_ply_TMC2-allIntraN_r4_rotate2.mp4,68,10.00,1.28
redandblack_ply_TMC2-randomAcN_r4_rotate2.mp4,62,10.01,1.60
Rafa2_ply_TMC1-rahtN_r3_rotate2.mp4,26,10.01,1.02
soldier_ply_TMC2-randomAcN_r4_rotate2.mp4,47,10.01,1.47
loot_ply_TMC1-rahtN_r4_rotate2.mp4,44,10.01,1.18
longdress_ply_orig_rotate2.mp4,64,10.00,0.98
Matis_ply_TMC1-rahtN_r3_rotate2.mp4,27,10.02,1.58
longdress_ply_TMC2-randomAcN_r5_rotate2.mp4,51,10.01,1.26
AxeGuy_ply_TMC1-rahtN_r3_rotate2.mp4,15,10.02,2.00
loot_ply_TMC2-allIntraN_r4_rotate2.mp4,76,10.01,1.72
longdress_ply_TMC1-rahtN_r4_rotate2.mp4,39,10.01,1.38
soldier_ply_TMC1-rahtN_r1_rotate2.mp4,0,10.00,1.18
loot_ply_TMC2-randomAcN_r1_rotate2.mp4,36,10.01,0.90
